,Total Mean Gas,Total Mean Gas Price,Fork Only Mean Gas,Fork Only Mean Gas Price,Mainnet Mean Gas,Mainnet Mean Gas Price
0,244437.9313011829,374150229144.19684,302415.52340425533,596527151027.666,239988.3120509471,357083417699.8418
