,Address,Balance Mainnet,Balance Fork,Difference
1375,0x5ebef192e8dc2377361e02f7df745608c0e52a33,602717108004184170,631645355168682248,28928247164498078
1376,0x522d6f36c95a1b6509a14272c17747bbb582f2a6,0,0,0
1377,0x3bcb6b104f193116b74bb2a9ab781a3c49286357,322459206368259513,322459206368259513,0
1378,0x290e4bc44a77253db1c394a2b63de2e25de1e0c2,35430101603848055,31232159877452015,4197941726396040
1379,0x3ba3dcd84f8d4d2af2a257aec2a4c042ed721aaa,2936109942584418080,2918396373253129304,17713569331288776
1380,0x2e38fa496547d5c3df11985b9edfd74fd5c88e69,0,0,0
1381,0x00000024980938a0ed61b5b7187035711cc7ed02,6741823275084514446,6372757956196156603,369065318888357843
1382,0x44bd47a8bc18398227d6f40e1693cf897bb9855e,0,0,0
1383,0x8355dbe8b0e275abad27eb843f3eaf3fc855e525,0,0,0
1384,0x550fdb351cbc08d851ac438389a384772f467ba0,0,100000000000000000,100000000000000000
1385,0xecfb36305daa4244281d8249783bddf0918db361,103087198586087685,503103087198586087685,503000000000000000000
1386,0x6bda7c5cd39b21eb9c35c7446f943de9c0ee82bf,280762455285113126,308062455285113126,27300000000000000
1387,0x025b93cef9b8af5b2d081d7c9a4f432accee31b4,10020482698164965982,10019304818137403982,1177880027562000
1388,0x724a4328efd1fda08a7804d6d9ca57e3ac03b9d1,2057415127954792620,2057172670190281108,242457764511512
1389,0x06361a67f861fd97e0b78d1394efbb959288a35f,0,0,0
1390,0x6a797474a9b6fd30c394b1447055a40342fc44b0,52192384079067250,51001211314887250,1191172764180000
1391,0xec54859519293b8784bc5bf28144166f313618af,0,0,0
1392,0x249e38ea4102d0cf8264d3701f1a0e39c4f2dc3b,0,0,0
1393,0x85a363699c6864248a6ffca66e4a1a5ccf9f5567,754568153166372088,754465746545475088,102406620897000
1394,0x602d96e957d06712b901c7a698bf448186ee971a,115007565193647081,118310965193647081,3303400000000000
1395,0x44750a79ae69d5e9bc1651e099dffe1fb8611aba,0,0,0
1396,0xdb7a53e6ae058e1dcf4502341e2adfa522e2b29f,0,0,0
1397,0xa751a143f8fe0a108800bfb915585e4255c2fe80,0,0,0
1398,0x364d159935944e45d7e7710387aa03f17be646a2,0,71603970000000000,71603970000000000
1399,0xcf0fcaacd2a143b83800d27c3ed24ab5702cd233,100000000000000000,100000000000000000,0
1400,0x790f012a881f59281d10cd4ab6b3ade1e0e15ae8,0,120000000000000000,120000000000000000
1401,0x3032fc6a20d95f27859869546fd870c3debaaab8,159730887385090309,162838935060758209,3108047675667900
1402,0x907a96862cce8aa1e3f05cf7dd11a105abfa16be,797773009910471590,790786909910471590,6986100000000000
1403,0xb70a48006ae1f53da9252db7c9b27276a32a40e0,73837214151007000,73281199202959000,556014948048000
1404,0x57cd4848b12469618b689163f507817940acca02,32322962129567536854,32324287131972696498,1325002405159644
1405,0xf411903cbc70a74d22900a5de66a2dda66507255,0,0,0
1406,0x1e5be68393ffd1d461b2f2701649d3d0e25e83dd,102585023684982915,272585023684982915,170000000000000000
1407,0x644e6ad1fe024d2b1e8a365bfb9d0086bd72cd8e,0,0,0
1408,0xed279fdd11ca84beef15af5d39bb4d4bee23f0ca,0,0,0
1409,0x522a42760813d373b96e0f1ccc9efd9f850e00e0,162852053908166889,162852053908166889,0
1410,0x80461c7a4f5d53cd05fe1268231ae34f6b57279b,49855580593209023,41358110643286723,8497469949922300
1411,0xcec9beb799e67e271c71de815844d16c20f010b7,0,0,0
1412,0xb44f15433d1f53f5878ace1ab9f7e20bc3547eeb,6967362859749853,7317362859749853,350000000000000
1413,0x3fac40e286aab5ae25d332e552ff4bde933e48fd,5403004175421113,45403004175421113,40000000000000000
1414,0x462a430350fe3c35433a2fbe1c94ceac2af2c927,69389148603684251,75326410628601853,5937262024917602
1415,0x60701fd2615f34ca088693d20c21bb10850b4d99,458480592885550624,455947123939112654,2533468946437970
1416,0x7eb241f6dbd780a421b8e610c2dfe8d222222222,620334831614714434,457418024408168956,162916807206545478
1417,0x000000e900beed1ec9aa919346a285be148b7108,8789856114840401440,8445554731306835013,344301383533566427
1418,0xf945f3174073110135142f28b4f12e87187daf5f,0,0,0
1419,0xcf1a17755826d1eac78c1070c6a2e5b87f15a29e,46094217152062213,52362617152062213,6268400000000000
1420,0xd805928991bbc11ae0ff3f99d2d791a943d7e973,0,0,0
1421,0x874713621dca622a11b8b26ad14122243e094a43,82904262009902737,69960961674022419,12943300335880318
1422,0x8ce9137d39326ad0cd6491fb5cc0cba0e089b6a9,0,0,0
1423,0x5e88db15309f6571d5232fd23a6cc8e7e04e9d55,37507911800611554,33578993572689384,3928918227922170
1424,0x8f68f4810cce3194b6cb6f3d50fa58c2c9bdd1d5,0,0,0
1425,0x9a94297af83a00b90739f334658b85adf57aecae,20425357361859000,20803689266379633,378331904520633
1426,0x2ea86705fc9e2756aefe9e6e9b487b62f4599bb5,344456852616508826,345510859994311826,1054007377803000
1427,0xdde59ceec7a2cc8b2bd78199877ba22018966813,29808303401093492524,29802268586891715139,6034814201777385
1428,0x76fda009fda19153b683c61f46b4f44b32dcea89,0,18300000000000000,18300000000000000
1429,0x0cfb06414c6d9790bc661230dba0b24060808bf4,0,0,0
1430,0xd3f698f688affb559fbccf74b655adfd0747cefb,130747772544727611,128487227138517592,2260545406210019
1431,0xb622b7d6d9131cf6a1230eba91e5da58dbea6f59,0,0,0
1432,0xd97aa5ae3ed416b685c0c62d41a9448a19704f91,105104043162522240,78629043162522240,26475000000000000
1433,0xd59e95b01faab9860de0ec098b87544b7740bdec,14904320934558628242,14924031334558628242,19710400000000000
1434,0x3991d16ac4cf9baecfbaff13562acc6c799ac97e,427409345806471118786,425910364049219123315,1498981757251995471
1435,0x803e5f3f1423f298b94601c1db0762ad2345038d,0,0,0
1436,0x000000bd1626cc4a596417c57edfcca18f1e7477,7819477635323147553,7474070996482997679,345406638840149874
1437,0xd25f78ee9d89eba338b00e992bac02244cd36bb0,3914538515390495,7914538515390495,4000000000000000
1438,0x4c3b5f97a923a8e0b1f1094f719f5ef7b459ea10,0,20300000000000000,20300000000000000
1439,0x6d5c8f445936aefa1021c6d53e86c4ad5545e48d,3871452429965803,351871452429965803,348000000000000000
1440,0x8b59310698ccf462667d8b75009453c0c7570320,0,0,0
1441,0x42d4d273893e63d3fcb3d61caf8559be423f9b62,0,22724600000000000,22724600000000000
1442,0x25ace71c97b33cc4729cf772ae268934f7ab5fa1,0,0,0
1443,0x3211c6cbef1429da3d0d58494938299c92ad5860,1045000000000000000,1045000000000000000,0
1444,0xaa89f9c939b4a8b8739e489ccccd2e360fbb8703,0,105907233056654541,105907233056654541
1445,0x8a78b26bffd3f2659d93f4c1d7511342e3828cec,63342679835694910,62606487480159910,736192355535000
1446,0xd66acb6a88a8160ba7898538e9a7ebfde842cdb7,0,19200000000000000,19200000000000000
1447,0x397edee5ce94367e3566bfa9dc57369c8a01cf18,16962309626143929,17008509626143929,46200000000000
1448,0xbbd3c0c794f40c4f993b03f65343acc6fcfcb2e2,0,0,0
1449,0x00d03ad5ff85253cddfdf9dd1ce72651f4005208,87850056699699981,89913167369173981,2063110669474000
1450,0xc63576df2f8648b0130dd0366080698c8197eeae,181190597701070388,6162905325441388,175027692375629000
1451,0xe9f670c9d495a15c8f1c7301a0192dfa96056bd9,0,39000000000000000,39000000000000000
1452,0xdbf6b8ce974d5e2d5277a4b94c34f860f2a55907,0,0,0
1453,0x1820a4b7618bde71dce8cdc73aab6c95905fad24,0,0,0
1454,0x1e0ef5e59cdf7e295fdd188196a3cc389a1bec3b,529206572639411801,531196572639411801,1990000000000000
1455,0xfe757974a0847b8212cf83b46e6d19d79d2c8ea6,116389388540444954,112439580038012959,3949808502431995
1456,0xea3363b4deb7bc73219c3efda45063b8dbecfea9,3121654674833473326,3121184041279094349,470633554378977
1457,0xbd69218c06af12a4601da1191fc8a1bb18e2fda3,1046865137666396304,1044987638520945349,1877499145450955
1458,0x5215b6b6155f5b1f7f449343bb7855a69e85c7f6,0,0,0
1459,0x57c1e0c2adf6eecdb135bcf9ec5f23b319be2c94,81993444953197799206,81993444953197799206,0
1460,0xda66a378f93549a541fb1d15379307198d7b1fe7,77529313071030537,79399172646299037,1869859575268500
1461,0x79df0652e638e3443326d3c1f1777996bb07bf15,8670230000000000,88706210000000000,80035980000000000
1462,0x60a5dcb2fc804874883b797f37cbf1b0582ac2dd,364058348473968011,363045605524575011,1012742949393000
1463,0x45d077ed830412b712758f6e9cfe7f3495f42ef5,39150275519102417,34952333792706377,4197941726396040
1464,0xfb4a9807a0d6c2b73e4c3828901dd9ad60f9366d,13507308000,9280253507308000,9280240000000000
1465,0x1e9c6144c06bb4b21586e11bb9d0d526dc590c9d,2005035299882514182,2008140299882514182,3105000000000000
1466,0x49d5780698ff72e788e27fac9ecb0ac7c4c39adf,49874802467663223,46671659681654942,3203142786008281
1467,0xb581d094bfbce01a84e31a03b6300150bebdbb85,57014326786132100,60146488738338300,3132161952206200
1468,0x7b8b4a9650adc30d21357c3c79afaf00304da0b1,0,0,0
1469,0xbbdd1b3c87c211e482cda98ea14fa8bf50022ca0,54882022577001038666,54863494745565839188,18527831435199478
1470,0x64e5a143a3775a500bf19e609e1a74a5cbc3bb2a,0,0,0
1471,0xba8716dbdbbf336c560d2c1f36e0875246440716,32538080678144933,34407940253413433,1869859575268500
1472,0x49981dcee60e723dc19901197e3c6c1bd8610b85,92626505642688737,88676697140256742,3949808502431995
1473,0xa85461afc2deec01bda23b5cd267d51f765fba10,0,0,0
1474,0xae13880f5254f60da474af36aa02aefa912cdbb5,249758903757644794,248915044878387194,843858879257600
1475,0x5952c7f1ab270d22d677762be3dad0ba9e5cd23d,0,0,0
1476,0xda869be4adea17ad39e1dfece1bc92c02491504f,39726850752715000993,39707956566222806281,18894186492194712
1477,0xf1088841ab08fc1cb3835fd75207bcb3137f6ee3,229785291337844806514,229669965417957655738,115325919887150776
1478,0x00000006fad3259fb8b41952a6a69e3b9299f20f,7424272979568939152,7245621316093936856,178651663475002296
1479,0xb0838ff44c1d6b5d4668d0e8755c3cde6f98205b,611978962491830,17311978962491830,16700000000000000
1480,0x2b473732fdd9e90d2bab7433da2ee55cdf6b0248,1399774250329588407,1394832028785237207,4942221544351200
1481,0xfae0dd38d6005de1227953972f63d4ae8322f05b,19530827040000000000,19755182160000000000,224355120000000000
1482,0x60660e6cdeb423cf847dd11de4c473130d65b627,0,0,0
1483,0xc45f3c76feeea53aae5afa9b51f166e025145400,0,0,0
1484,0xd07d512b69709c604ffeaf7414bc5638ab863549,228498318559749507,242709534936915483,14211216377165976
1485,0x6f0ceaac10724cc048849d4c742eb9e38e46a001,80411421507715795,79657621880761530,753799626954265
1486,0xff141bfc450c57ad84ebafbd09ffa94a268a7aae,77732626280906368,77054840412230368,677785868676000
1487,0x839551fb535a68af214a328c7e71ab35b29385c7,21146892350342263,20194842800264854,952049550077409
1488,0x47584f11a998c19dda33d8ca4002fbe892ac899b,7583586874755702948,7579809561403900813,3777313351802135
1489,0xeeaa83b2d581a3a790774d4dae7bf354fffe3376,31643581748882220,31643581748882220,0
1490,0x4ba1f38427b33b8ab7bb0490200dae1f1c36823f,0,0,0
1491,0xb86caccd106af54321315dd19fceabff8e92f71c,0,0,0
1492,0xd3e6120db19a701abc40bae9614f3ca635abde88,158777749052647877,159228996478074192,451247425426315
1493,0xe5efa11dfe58e21f505ce88b269badb6c00abb2f,70982839429114090442,70991639429114090442,8800000000000000
1494,0x000000000000509081d6fcd3ee63e791ad1db763,792473631525742900,792520345021656610,46713495913710
1495,0xd34d4916440dba56a5719af981e646d69c9cec0d,0,0,0
1496,0x000000fbcc06c79e232ac023556d374e6199e1f0,7862333842549438349,7672384996688927437,189948845860510912
1497,0xfb3cf61a46a565fb1622ec5f9d42d98ff7f762aa,0,0,0
1498,0xa4d5fb4ff0fa1565fb7d8f5db88e4c0f2f445046,0,0,0
1499,0xc5967cb8906fca59ce58cd331f614545363259e3,0,0,0
1500,0x5ed5c917eb990e3e0aa84562818fed744b49b95b,0,0,0
1501,0xe0ff396ae31dc24848957bca282bd07c01119b89,683221526408177089,1680208997974556273,996987471566379184
1502,0x74819439c4471fc1594677f7a2b1dea721186e66,45386781797019278,49641790069944578,4255008272925300
1503,0x059ffafdc6ef594230de44f824e2bd0a51ca5ded,0,0,0
1504,0xc598b77a47fdfae93607d76cefc6fd77fc2c9378,722820918857023905,497725918857023905,225095000000000000
1505,0xe3967f4ebf1fe25a05112c6cfcc465c3003ffd29,0,132075000000000000,132075000000000000
1506,0x3ae7fa3ea5635b3b727c042fecfa9b818b9d8ea3,61685000000000000000,61685000000000000000,0
1507,0xe0d3d932fde01540c30aec549a098b3041adc3fd,0,0,0
1508,0x261e7d9ea6e2f36972eed45168f9e137e5ebf7dd,231942353445766168,184579702193056165,47362651252710003
1509,0x008ca3a9c52e0f0d9ee94d310d20d67399d44f6c,2794431449184488679,3286827448610373747,492395999425885068
1510,0xcc847f25746aee67ba796e26d108af44d0da4173,1759179552716091206,1759058656117044206,120896599047000
1511,0xe2ee5016e807f8c1be6f8ce8a03b8a37568ce661,0,20000000000000000,20000000000000000
1512,0xb9591dbe8f9a91f33f6fb40ec0960dc2f0fffbeb,77351704389642410,66831646549543340,10520057840099070
1513,0x1a349a3397a8431eed8d94a05f88f9001117fcaa,0,0,0
1514,0xec73bc813dfa71adb9abb322fa200b2343d2db7e,238130050451390,6137100050451390,5898970000000000
1515,0x03f7f3b8da875881206655d8099b9dacf721f1ef,0,0,0
1516,0x418dba6c69c33f2931b04c5cbd02041df6518210,432081177055902711,428671478723888339,3409698332014372
1517,0x3a6bbd21a6d53ce91f8b4d160894c846326804ff,416242569176356380,360052222899577072,56190346276779308
1518,0xcca8050215e585e2a223c6ea9d1d1f9b30beaf3e,0,0,0
1519,0x7471cc21f84b2eeb1ba3560ed6afc60a833b5dec,860708255686442976980,860708255686442976980,0
1520,0x6a2ab626efd997a1e61ba27f8977f5356fbc756f,58413658884823086,55730173903291956,2683484981531130
1521,0x0a11278539f0aa3060ac6d5a013f0bc4c2b426c5,2310948072144487,43214938072144487,40903990000000000
1522,0x5683a08aece6e3169351418e1105f6afede995b9,0,0,0
1523,0x51ec652e62d4164811ef81b32cf146da91268833,2708000056997099662,2714581199862693529,6581142865593867
1524,0x81076d6ff2620ea9dd7ba9c1015f0d09a3a732e6,0,0,0
1525,0x469e55e6102e0290fe99d660ce43c7d5b7bcc80c,0,0,0
1526,0x59790849a8ff60c93485feb55f121afafc977f3b,19434886439980899,21401241152421399,1966354712440500
1527,0x734cd106e18a334fb2eccce8ceb2e53610aadf29,155184984065056405,148803223039052692,6381761026003713
1528,0xb2108da11a0801cf3ba113f4b5cf88b53d14a5e6,585927248871345168,578978933141926734,6948315729418434
1529,0x504680c453f458f2f832cf66744c211b148ba8a6,81686196837204598,85419202274261746,3733005437057148
1530,0x97ddc1ed0d7ce7a22be5d50353d5494da78472e0,53843723850353846,83843723850353846,30000000000000000
1531,0xe822d76c2632fc52f3eaa686bda9cea3212579d8,0,0,0
1532,0x8c82d963eb282cb7a751e551e3997ba66c2c8237,0,0,0
1533,0xc53af37b73818d09876db5da099b569be8b4379e,109296639863715769,90301685410740728,18994954452975041
1534,0x882ea49ec894d12c5123f281d9efa7d0e3489eb3,1293836250085360770,1276940250085360770,16896000000000000
1535,0x183db03829979432f3578cc113011f25d4fba7f1,0,120000000000000000,120000000000000000
1536,0x24e09f0b6e050754a9ddee77d867a786a38339dd,55238700725501413,50934612824830363,4304087900671050
1537,0xe22d2ecbb9fd351d604307577670075e0f06cbf8,3909572422017942,27417422422017942,23507850000000000
1538,0xd34cdd6e3dccd5996faf3e9abf92ab41a1839ed1,3414548693463260,3488537027925260,73988334462000
1539,0x0000000000007f150bd6f54c40a34d7c3d5e9f56,879290530717530438950,879290530717530438950,0
1540,0x7acb27b14d0c030488677635bf0a8cb6d733c80d,71819815063114309,68598920342597546,3220894720516763
1541,0x6d7a58dae866a2b6ac81808029f66e773e280260,310019331363019189,312212962477805589,2193631114786400
1542,0x83a836b390c417a890a7d5ea3055d17d3a680258,26610791806262574,26582600940026374,28190866236200
1543,0xb4a070adb7c2020d4a64ac59476c80c23de32e5e,208443379252471154,222077247163904570,13633867911433416
1544,0x75204ea9d2822b30829a5f403acda62495bc7659,0,0,0
1545,0x9c06aa3d8de232459ec031e4cf86f50b0d6a867a,0,35000000000000000,35000000000000000
1546,0xa1bf5e86760c41dfe4002d8a3e5674d52193b35f,34643866725407365,43543866725407365,8900000000000000
1547,0x7c3cf25108a28bf70dbc52ad2a125f8f64cad90c,68319674858102306,68442496599641306,122821741539000
1548,0x5cdd3f98d40f5db2dcf5f58614d9ad81ac247001,1946327493016034573,1960304843110944881,13977350094910308
1549,0xa4b806122b49cb866ba17b497205d7f05e704d4d,37597013440696828,33399071714300788,4197941726396040
1550,0x0aa008f9e9869a24def8302396d0d04c46dca2c7,26712899741724300,4027712899741724300,4001000000000000000
1551,0xd93d0d2ee0122f25d2eae10d2539df3668a72791,0,0,0
1552,0x0b2783cb60ff4ec7ca869b30b8dafd801e7224b6,976950754167739048,978392799579774348,1442045412035300
1553,0x9fc8265f2b376084423a1a348a89ecd894a9d106,295237472232605961,251230208925351891,44007263307254070
1554,0x17730bfdf3a4a965c715299ed67fb53b9253cd62,8633705796400000000,8674770076400000000,41064280000000000
1555,0x22d84648a257f04201646c3ccd90ead9d501097d,305745352101000,3170635352101000,2864890000000000
1556,0x71e7b94490837ccaf45f9f6c7c20a3e17bbeb7d3,692865725665832730,704061854104165095,11196128438332365
1557,0x05cdb1526f6e224e02919a4c018d9784ea25eb3d,3826909629169410448250,1989629169410448250,3824920000000000000000
1558,0x09da4a4ecbd4e6c8f5d6b26d55360c3df121896a,23754843561738768,7022754843561738768,6999000000000000000
1559,0x4189095cd28581e576aa4e3692c288d5db8c5c7b,0,0,0
1560,0x550e820e2d71863ea530d63bac53f5932d888083,10867577043565627,467147777043565627,456280200000000000
1561,0xf18056bbd320e96a48e3fbf8bc061322531aac99,0,0,0
1562,0xe2b8eb988735f7709d08b7d07b41460073904830,11191266030308066,11191266030308066,0
1563,0x1cd19b56fbd25764b8a82c042621ab2d35e2b1d1,706370336309508428,706370336309508428,0
1564,0xd567b5f02b9073ad3a982a099a23bf019ff11d1c,0,0,0
1565,0xebb9fbb15f8b4d50b5b3dca7ae1cc7302ae638b8,38147499506166772,37552164579962677,595334926204095
1566,0xfba16f366bea5c7bc1b18ae725e23fede56b35c8,20896274863871846,519896274863871846,499000000000000000
1567,0x6ef49a9d00f024d73cd100dfab16047d2361429c,15668907668520539868,15822611510537881115,153703842017341247
1568,0xa9f00c00ea5fd167da64917267e60f9d9430b321,6375794895385057958023,8375794895385057958023,2000000000000000000000
1569,0x552e9f18ce1d9201c4b7d8a1332b18063a036648,0,39570280000000000,39570280000000000
1570,0xe52e51fdf07cf6bc200716f3b1e90ecefe1a468b,988424337635296649,972834796811329035,15589540823967614
1571,0x076752198f917e8cfbe4348a527d15dfe8a293b1,35363921156535831,31165979430139791,4197941726396040
1572,0x00000000000357848314f068feca5d42e878a1d9,3718218632201979149,31491138360457661703,27772919728255682554
1573,0x65be9a0bd8fc9ae481e6889fab9de86524b671b3,0,113110073134705722,113110073134705722
1574,0xb9c8ed797e153a54607375b5b41a72857b76beac,182413919538373336,182653127381012563,239207842639227
1575,0x72faf8f63c163e06c06754b21d20cee4ed134572,0,61084100000000000,61084100000000000
1576,0x22e25596ff714dbeea780ccb35cd6027167d480e,0,3328320000000000,3328320000000000
1577,0x49a1fed552ae0016c219d13d9a9230c1d9611efa,20212653084821400502,685130614238946918,19527522470582453584
1578,0xc2b13d7755ab00a7d2796dc7f104c87c6ff19f22,25623413839945197,25623413839945197,0
1579,0x07909ab306f585f8bbe819d10fb5b33c18cf651b,10547796824765000,10547796824765000,0
1580,0x8fa018625b6f374c42dd2e44c42d61313df42e68,0,0,0
1581,0xb9cf1467e180a87f3e16a5846d8de134f42ef62d,0,19700000000000000,19700000000000000
1582,0xa558ea1a875f8b576f0728d32c39f62158e49b92,0,0,0
1583,0x885d8d0af7956d3be8b6f9ca552f086493e7daa0,59473340541723697,62600172353559397,3126831811835700
1584,0xa29d14e2af160accec538bcac3a7c85ed9cfddab,978655939671135728,980147111188115128,1491171516979400
1585,0xdbf07b87a67d0e978a3706fd0d4d6b0ebc78c8d4,1989037739227140902,1967742980026484012,21294759200656890
1586,0x468f99a1fcdf25b508d256a25698fb7c4e6dd649,0,0,0
1587,0xad27c96518d87caf4ddfcbe8abdf234fea3e5b4c,0,0,0
1588,0xc0b8feaffaa6dfe7f6feb1fe12b583ef2054ce7b,687212583781997331,1185960585891224645,498748002109227314
1589,0x4171a8b3798fc3d7552e81f05814930fd900f444,61882196751691668,81882196751691668,20000000000000000
1590,0x9759a6ac90977b93b58547b4a71c78317f391a28,0,0,0
1591,0xfd7ba6f4abedef54932dcafe245de5844bf35967,0,0,0
1592,0xc8227c4a13fbbdb27c92ec97aa924821d5b01e32,0,0,0
1593,0xe7789bdcdf37c9e3d0101da17572a705f6f26215,4288402906280312026,4254365476584897034,34037429695414992
1594,0x29fef9915b175f3c165008fdbf851ce628a5ad7e,114178872780000,4114178872780000,4000000000000000
1595,0xf5a875c445eb9c9ff578326f6460e56508c7c83a,46094217152062215,52362617152062215,6268400000000000
1596,0x67cec88bae46ab491a0a343e19cf01d491197c1f,2236605748695126798,2248844048695126798,12238300000000000
1597,0x298523faa843ca40e83b7934170ca874a4fa1b04,103288483903607065,119811494298842065,16523010395235000
1598,0xa0a062a70838a35d0bc6b8248b00feb728103f00,469211999299531774,469211999299531774,0
1599,0x34aa3f359a9d614239015126635ce7732c18fdf3,387353719078962759,387353719078962759,0
1600,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0,0,0
1601,0xe1ae2073aca222fc02202b93b3c2395d94796213,1019892798083442902,1017069471632667901,2823326450775001
1602,0xa121dfda4850eff8580e5ab8d5e9fda8d592dd3a,0,0,0
1603,0x0eed07ced0c8c36d4a5bff44f2536422bb09be45,0,0,0
1604,0x32143a02fb6484d18c79fa0401c9bf760dd3de68,111431356948412163079,111233378682671287079,197978265740876000
1605,0x7a680f553cda6c25cf811bd2beba8bb2f1914745,0,0,0
1606,0x4b9c8e40b34945cf7cabc94ecc454f812882ad4d,499878758690753943,499878758690753943,0
1607,0xbb50ce87be3443ed137df1dfdbf2fb0ca8c0a9e0,278360131926227143687,257703916077966023200,20656215848261120487
1608,0xaeb3fea566c8bcb7ae6826a03f818d9d386169ba,342535272066320414,341799079710785414,736192355535000
1609,0xa747263307bcb77a5901f85a0d220d9c7ed62f9b,7119331551910712127,7217781551910712127,98450000000000000
1610,0x291ad47e264350da35ed1f72cf4e568e92c55fd2,0,0,0
1611,0xe221763d07b64ea8e5457e7de5dbe64c82352b3b,857275155277115178,32856275155277115178,31999000000000000000
1612,0xa622c21e197c16acf4b162c9e83c789a37e83881,37483518759422827,30497418759422827,6986100000000000
1613,0xd4044c60775e4afdfc4153f5d333cd5011aa3ab7,0,0,0
1614,0x8f942c20d02befc377d41445793068908e2250d0,0,0,0
1615,0x7fb1a4176505d6cd5ae369107aee6f6d142d2021,356198803311988540109,356193561068387221901,5242243601318208
1616,0xe255d4d1097b84b0e524c3cd38a6d6e6bb2986a7,982378610206839,124239368610206839,123256990000000000
1617,0xfa1bff59d600165a030585463e51d2971378f2e4,122920000000000000,123664800000000000,744800000000000
1618,0xd84c8ce7c6070350ed7f1d83d4f6fa01d582c919,0,0,0
1619,0xd2bcdd9ef5dcf6bdd0b6e06cb66456f2f3a66334,0,0,0
1620,0xd805fbaaac25f6ba6264ad1626b20d5a1e9f9a9c,100700538589595070,101612308300307070,911769710712000
1621,0x5790b961c331b6107a849c3894c8e1bb78c994dc,3001813202779764,5001813202779764,2000000000000000
1622,0x92f34fdb24c13bf73f05be147e6e30e522e56761,0,0,0
1623,0xb0f4a77bde7fee134265307c5cc19abff0ba409b,0,0,0
1624,0xb08e05513d1abef5651093614fc8a5b392910cb0,0,20000000000000000,20000000000000000
1625,0x1f6c4bafb412192a99496137da8a5b5f30b7a1ed,0,19300000000000000,19300000000000000
1626,0x6fd4d0441352a2f461d6209b0230adaf6c0b0916,38005343844589490,38576634056983157,571290212393667
1627,0x7bc25283a29a3888cab4555ea86ff1a8c18cc90a,0,0,0
1628,0xf0a0f19b4470c03e69efbb9ae78970227e303e10,1225992818691598849,1225992818691598849,0
1629,0xaa23bcf08eb4f0f4c726c03e0ea84d969e38fd6e,17188962635044000,17188962635044000,0
1630,0xf1b99e3e573a1a9c5e6b2ce818b617f0e664e86b,0,0,0
1631,0xdfc83a5b55cde07a258bec2293bc71e3bbc8b94d,60000000000000000,90000000000000000,30000000000000000
1632,0x021afb286938f7762bee9c0a70f5d7f2d444d940,238732500000000000,238732500000000000,0
1633,0xe3beb071a45ff623a1cb7866330d7953d49128c0,0,11000000000000000,11000000000000000
1634,0x5480c6a49012d914c80e7cd6a6f918da685a56de,0,19900000000000000,19900000000000000
1635,0xe257d59a212e1d6c5cbd94849a745e56ea08cf55,1616954578736688085,1613733684016171322,3220894720516763
1636,0x6dfc34609a05bc22319fa4cce1d1e2929548c0d7,2050558141726754137603,2050547364876754959974,10776849999177629
1637,0x7947962b194893390ce564bba348016f846ae591,1242059483700089,10233829483700089,8991770000000000
1638,0x1249b0222180444ed7c54fbe98f039fab5be0969,689058298712179786,1273379368738643937,584321070026464151
1639,0x220b0707385ee2c447bb8bbf8b0ebcda27c9ae9f,0,19700000000000000,19700000000000000
1640,0xd959df95169bff5d293df05817c3a5d19047177e,7495043079516284,36105533079516284,28610490000000000
1641,0xbb8eeb1b3494e123144ce38e1aac8f7b96b5efa5,396224738474057285,396978238150910285,753499676853000
1642,0x2d0d57d004f82e9f4471caa8b9f8b1965a814154,0,0,0
1643,0x3a9fbdab1932a1ff50c19ba1172bc75d29868747,160357186952262208,137731829774423708,22625357177838500
1644,0x965c4930a926eaaafa6fae9cac6dfc27f26073e5,2480072629730390647,2464852668898217431,15219960832173216
1645,0xddfed14f5ce34517f4e50017adaaee1a39fa3ea0,6040078140377329548,6039400354508653548,677785868676000
1646,0x7e5e37b37c652d01ae319e25e91bdf71669b4bd2,27425410008515469,28580996916184369,1155586907668900
1647,0x90df62a055e092192feb8d81566e3f46e494ba8a,464443819274431284,463146632448937284,1297186825494000
1648,0xcd4d5788cc3cad24625d70a274d06f135ef602cb,19424906282876836,20569225943605336,1144319660728500
1649,0x4ea111a8ca86c17aa34a016f78f294c55593c307,3181895165464521905,3180762857897142905,1132307567379000
1650,0x8f1e112cd4d1a96935deff32d2407a9577888888,150222242656106857016,1977727246731799228,148244515409375057788
1651,0x463d5aca3ea39572188814c1a754a6c6e60568c5,328395549066751000,328395549066751000,0
1652,0x3ab16af1315dc6c95f83cbf522fecf98d00fd9ba,0,0,0
1653,0x48cc3b03c720e41e45ee7663f5f23171e6a79ec7,0,0,0
1654,0x56ca89ca3261c9860914f088b19bd2f74de3a9b7,0,0,0
1655,0xbb26df665c594c723b746f68010d4dedbd441c8c,0,0,0
1656,0x755d9cee92f05adddd52c8f32539a2df799008cd,65067505045170278,65067505045170278,0
1657,0xfa68c042c5d52d3108e1a90d861a7d1be7659897,49819071896076828,46615929110068547,3203142786008281
1658,0x674a0d653f1e787bc050ceaf36f614d5dd9ea7c9,0,120000000000000000,120000000000000000
1659,0xbf2d5d8ebf05947245b3d7f38b2776a6a49710dd,14974405332763968347,14954347955711934347,20057377052034000
1660,0x56babdb63d71879f8d77e2c9515060d3ae29cd9e,34292083236262086,8661220203236262086,8626928120000000000
